"Date","HQMCB56Y6M"
1984-01-01,8.91
1984-02-01,10.52
1984-03-01,10.9
1984-04-01,11.21
1984-05-01,12.25
1984-06-01,12.52
1984-07-01,12.37
1984-08-01,11.86
1984-09-01,12.34
1984-10-01,10.21
1984-11-01,10.1
1984-12-01,11.14
1985-01-01,10.78
1985-02-01,9.69
1985-03-01,9.94
1985-04-01,9.83
1985-05-01,9.79
1985-06-01,9.38
1985-07-01,10.54
1985-08-01,10.94
1985-09-01,11.51
1985-10-01,11.41
1985-11-01,10.93
1985-12-01,10.29
1986-01-01,9.36
1986-02-01,9.52
1986-03-01,8.54
1986-04-01,8.24
1986-05-01,9.27
1986-06-01,10.03
1986-07-01,9.58
1986-08-01,9.82
1986-09-01,10
1986-10-01,10.1
1986-11-01,9.8
1986-12-01,9.52
1987-01-01,9.5
1987-02-01,9.44
1987-03-01,9.44
1987-04-01,10.3
1987-05-01,11.05
1987-06-01,10.52
1987-07-01,10.23
1987-08-01,10.28
1987-09-01,10.48
1987-10-01,10.47
1987-11-01,9.86
1987-12-01,10
1988-01-01,9.42
1988-02-01,9.27
1988-03-01,9.55
1988-04-01,10.19
1988-05-01,10.59
1988-06-01,10.23
1988-07-01,10.41
1988-08-01,10.28
1988-09-01,10.05
1988-10-01,9.9
1988-11-01,9.84
1988-12-01,9.78
1989-01-01,9.84
1989-02-01,9.94
1989-03-01,9.91
1989-04-01,9.71
1989-05-01,9.62
1989-06-01,9.25
1989-07-01,9.3
1989-08-01,9.28
1989-09-01,9.25
1989-10-01,9.15
1989-11-01,9.03
1989-12-01,8.96
1990-01-01,9.02
1990-02-01,9.27
1990-03-01,9.5
1990-04-01,9.63
1990-05-01,9.9
1990-06-01,9.72
1990-07-01,9.78
1990-08-01,10.52
1990-09-01,10.74
1990-10-01,10.83
1990-11-01,10.49
1990-12-01,10.13
1991-01-01,10.09
1991-02-01,9.7
1991-03-01,10.01
1991-04-01,9.81
1991-05-01,9.98
1991-06-01,10.24
1991-07-01,10.18
1991-08-01,9.87
1991-09-01,9.75
1991-10-01,10.02
1991-11-01,10.12
1991-12-01,10.19
1992-01-01,10.17
1992-02-01,10.09
1992-03-01,10.01
1992-04-01,9.95
1992-05-01,9.79
1992-06-01,9.78
1992-07-01,9.87
1992-08-01,9.85
1992-09-01,9.97
1992-10-01,10.36
1992-11-01,10.08
1992-12-01,9.6
1993-01-01,9.57
1993-02-01,9.32
1993-03-01,9.03
1993-04-01,9.21
1993-05-01,9.37
1993-06-01,9.18
1993-07-01,8.86
1993-08-01,8.31
1993-09-01,8.23
1993-10-01,8.26
1993-11-01,8.46
1993-12-01,8.37
