"Date","HQMCB99Y6M"
1984-01-01,8.38
1984-02-01,10.24
1984-03-01,10.62
1984-04-01,10.97
1984-05-01,12.13
1984-06-01,12.44
1984-07-01,12.26
1984-08-01,11.73
1984-09-01,12.3
1984-10-01,9.83
1984-11-01,9.74
1984-12-01,10.96
1985-01-01,10.57
1985-02-01,9.31
1985-03-01,9.54
1985-04-01,9.46
1985-05-01,9.46
1985-06-01,9.04
1985-07-01,10.38
1985-08-01,10.86
1985-09-01,11.52
1985-10-01,11.44
1985-11-01,10.95
1985-12-01,10.24
1986-01-01,9.25
1986-02-01,9.45
1986-03-01,8.38
1986-04-01,8.09
1986-05-01,9.28
1986-06-01,10.13
1986-07-01,9.59
1986-08-01,9.89
1986-09-01,10.09
1986-10-01,10.18
1986-11-01,9.86
1986-12-01,9.57
1987-01-01,9.61
1987-02-01,9.53
1987-03-01,9.55
1987-04-01,10.45
1987-05-01,11.24
1987-06-01,10.63
1987-07-01,10.27
1987-08-01,10.29
1987-09-01,10.44
1987-10-01,10.41
1987-11-01,9.79
1987-12-01,9.94
1988-01-01,9.32
1988-02-01,9.21
1988-03-01,9.53
1988-04-01,10.23
1988-05-01,10.64
1988-06-01,10.24
1988-07-01,10.45
1988-08-01,10.28
1988-09-01,10.05
1988-10-01,9.91
1988-11-01,9.84
1988-12-01,9.76
1989-01-01,9.85
1989-02-01,9.95
1989-03-01,9.89
1989-04-01,9.7
1989-05-01,9.62
1989-06-01,9.25
1989-07-01,9.34
1989-08-01,9.33
1989-09-01,9.28
1989-10-01,9.18
1989-11-01,9.06
1989-12-01,8.96
1990-01-01,9
1990-02-01,9.25
1990-03-01,9.51
1990-04-01,9.63
1990-05-01,9.95
1990-06-01,9.76
1990-07-01,9.83
1990-08-01,10.64
1990-09-01,10.87
1990-10-01,10.97
1990-11-01,10.6
1990-12-01,10.22
1991-01-01,10.17
1991-02-01,9.76
1991-03-01,10.09
1991-04-01,9.89
1991-05-01,10.08
1991-06-01,10.37
1991-07-01,10.3
1991-08-01,9.98
1991-09-01,9.86
1991-10-01,10.18
1991-11-01,10.29
1991-12-01,10.43
1992-01-01,10.43
1992-02-01,10.3
1992-03-01,10.19
1992-04-01,10.13
1992-05-01,9.96
1992-06-01,9.96
1992-07-01,10.11
1992-08-01,10.12
1992-09-01,10.27
1992-10-01,10.7
1992-11-01,10.35
1992-12-01,9.82
1993-01-01,9.8
1993-02-01,9.56
1993-03-01,9.26
1993-04-01,9.48
1993-05-01,9.66
1993-06-01,9.45
1993-07-01,9.11
1993-08-01,8.5
1993-09-01,8.45
1993-10-01,8.49
1993-11-01,8.67
1993-12-01,8.57
1994-01-01,8.59
1994-02-01,8.62
1994-03-01,8.78
1994-04-01,8.98
1994-05-01,8.88
1994-06-01,9.04
1994-07-01,9.12
1994-08-01,9.06
1994-09-01,9.39
1994-10-01,9.42
1994-11-01,9.38
1994-12-01,8.89
1995-01-01,8.96
1995-02-01,8.99
1995-03-01,9.14
1995-04-01,9.19
1995-05-01,8.75
1995-06-01,8.46
1995-07-01,8.7
1995-08-01,8.78
1995-09-01,8.58
1995-10-01,8.26
1995-11-01,8.08
1995-12-01,7.88
1996-01-01,7.88
1996-02-01,8.27
1996-03-01,8.57
1996-04-01,8.67
1996-05-01,8.55
1996-06-01,8.6
1996-07-01,8.52
1996-08-01,8.34
1996-09-01,8.56
1996-10-01,8.37
1996-11-01,8.1
1996-12-01,8.13
1997-01-01,8.3
1997-02-01,8.22
1997-03-01,8.46
1997-04-01,8.65
1997-05-01,8.58
1997-06-01,8.46
1997-07-01,8.15
1997-08-01,8.15
1997-09-01,8.12
1997-10-01,7.98
1997-11-01,7.75
1997-12-01,7.53
1998-01-01,7.51
1998-02-01,7.58
1998-03-01,7.55
1998-04-01,7.49
1998-05-01,7.42
1998-06-01,7.18
1998-07-01,7.26
1998-08-01,7.3
1998-09-01,7.7
1998-10-01,7.97
1998-11-01,7.85
1998-12-01,7.59
1999-01-01,7.59
1999-02-01,7.54
1999-03-01,7.68
1999-04-01,7.69
1999-05-01,7.82
1999-06-01,7.97
1999-07-01,7.98
1999-08-01,8.19
1999-09-01,8.39
1999-10-01,8.53
1999-11-01,8.17
1999-12-01,8.22
2000-01-01,8.14
2000-02-01,7.99
2000-03-01,8.23
2000-04-01,8.32
2000-05-01,8.62
2000-06-01,8.2
2000-07-01,8.04
2000-08-01,8.13
2000-09-01,8.4
2000-10-01,8.55
2000-11-01,8.53
2000-12-01,8.59
2001-01-01,8.27
2001-02-01,8.21
2001-03-01,8.29
2001-04-01,8.54
2001-05-01,8.32
2001-06-01,8.12
2001-07-01,8.07
2001-08-01,8.07
2001-09-01,8.63
2001-10-01,8.27
2001-11-01,7.79
2001-12-01,7.59
2002-01-01,7.36
2002-02-01,7.3
2002-03-01,7.59
2002-04-01,7.69
2002-05-01,7.73
2002-06-01,7.76
2002-07-01,8.09
2002-08-01,8.09
2002-09-01,7.63
2002-10-01,8.15
2002-11-01,7.89
2002-12-01,7.66
2003-01-01,7.77
2003-02-01,7.49
2003-03-01,7.58
2003-04-01,7.51
2003-05-01,6.96
2003-06-01,6.93
2003-07-01,7.52
2003-08-01,7.93
2003-09-01,7.62
2003-10-01,7.57
2003-11-01,7.4
2003-12-01,7.37
2004-01-01,7.29
2004-02-01,7.31
2004-03-01,7.2
2004-04-01,7.43
2004-05-01,7.56
2004-06-01,7.4
2004-07-01,7.3
2004-08-01,7.25
2004-09-01,7.07
2004-10-01,7.01
2004-11-01,6.83
2004-12-01,6.66
2005-01-01,6.41
2005-02-01,6.12
2005-03-01,6.32
2005-04-01,6.37
2005-05-01,6.34
2005-06-01,6.11
2005-07-01,6.18
2005-08-01,6.17
2005-09-01,6.33
2005-10-01,6.54
2005-11-01,6.61
2005-12-01,6.49
2006-01-01,6.37
2006-02-01,6.25
2006-03-01,6.5
2006-04-01,6.88
2006-05-01,6.99
2006-06-01,6.98
2006-07-01,6.93
2006-08-01,6.8
2006-09-01,6.62
2006-10-01,6.54
2006-11-01,6.2
2006-12-01,6.24
2007-01-01,6.35
2007-02-01,6.22
2007-03-01,6.34
2007-04-01,6.5
2007-05-01,6.46
